Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
715019,1646ILFS22D,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,7500.00,INE871D04139,,Preference Shares
715020,1646ILFS22E,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,7500.00,INE871D04147,,Preference Shares
715021,1646ILFS22F,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,7500.00,INE871D04154,,Preference Shares
715023,ILFS30MAR16,IL&amp;FS Financial Services Ltd,Active,F ,7500.00,INE121H04015,,Preference Shares
715024,001PSL35,Premier Synthetics Ltd,Active,F ,100.00,INE940N04016,,Preference Shares
715025,5LTIDFL24,L&amp;T Infra Debt Fund Ltd,Active,F ,1000000.00,INE235P04040,,Preference Shares
715026,810KMBLPER,Kotak Mahindra Bank Ltd,Active,F ,5.00,INE237A04014,,Preference Shares
715027,895LTFHL21,L&amp;T FINANCE HOLDINGS Ltd,Active,F ,100.00,INE498L04092,,Preference Shares
715028,8LTFHL22,L&amp;T FINANCE HOLDINGS Ltd,Active,F ,100.00,INE498L04100,,Preference Shares
715029,5LTIDFL27,L&amp;T Infra Debt Fund Ltd,Active,F ,1000000.00,INE235P04057,,Preference Shares
715030,795LTFHL22,L&amp;T FINANCE HOLDINGS Ltd,Active,F ,100.00,INE498L04118,,Preference Shares
717502,JSWNCPS,JSW Steel Ltd,Active,F ,3.75,INE019A04024,,Preference Shares
717503,ZEENCPS,Zee Entertainment Enterprises Ltd,Active,F ,6.00,INE256A04022,,Preference Shares
750584,ORIENTPPRLR,Orient Paper &amp; Industries Ltd,Active,R ,0.05,,,
750589,VISHALLR,Vishal Fabrics Ltd,Active,R ,0.05,,,
780001,JDL,Jaisukh Dealers Ltd,Active,IP,10.00,INE190P01019,,Equity
780002,GSL,Gracious Software Ltd,Active,IP,10.00,INE757P01015,,Equity
780003,KKIL,Kanak Krishi Implements Ltd,Active,IP,10.00,INE013Q01011,,Equity
780004,AUTUMN,Autumn Builders Ltd,Active,IP,10.00,INE733P01016,,Equity
780006,DEKSON,Dekson Castings Ltd,Active,IP,1000.00,INE465Q01013,,Equity
780007,PCPL,Premier Chennai Properties Ltd,Active,IP,10.00,INE245Q01019,,Equity
780008,SUPERNOVA,Supernova Advertising Ltd,Active,IP,10.00,INE018Q01010,,Equity
780009,MCL,Madhuban Constructions Ltd,Active,IP,10.00,INE145Q01011,,Equity
780012,GOKULSOL,Gokul Solutions Ltd,Active,IP,10.00,INE909Q01010,,Equity
780013,CITYON,Cityon Systems (India) Ltd,Active,IP,10.00,INE324P01014,,Equity
780014,HASJUICE,Has Lifestyle Ltd,Active,IP,10.00,INE888Q01016,,Equity
780015,SANASATECH,Sanasa Tech Feb Ltd,Active,IP,10.00,INE760Q01017,,Equity
780016,WEBSL,Web Element Solutions Ltd,Active,IP,10.00,INE562Q01017,,Equity
780017,PSAL,Parnav Sports Academy Ltd,Active,IP,10.00,INE935P01017,,Equity
780018,ADHIRAJ,Adhiraj Distributors Ltd,Active,IP,10.00,INE067R01015,,Equity
780019,JIGYASA,Jigyasa Infrastructure Ltd,Active,IP,10.00,INE107Q01011,,Equity
780021,LEGACY,Legacy Mercantile Ltd,Active,IP,10.00,INE241Q01018,,Equity
800009,CG0675S7806,6.75% GOI LOAN 2006/05/15,Active,G ,,,,
800012,CG0700S7909,7.00% GOI LOAN 2009/05/25,Active,G ,,,,
800013,CG0750S8010,7.50% GOI  LOAN 2010/05/12,Active,G ,,,,
800014,800CGS11,8.00% GOI 2011,Active,G ,,,,
800017,900GOI24,9.00% GOI 2013,Active,G ,,,,
800021,CG0950S8408,9.50% GOI LOAN 2008/02/20,Active,G ,,,,
800023,1025GOI12,10.25% GOI 2012,Active,G ,,,,
800028,CG1150S8606,11.50% GOI LOAN 2006/05/12,Active,G ,,,,
800031,CG1150S8707,11.50% GOI LOAN 2007/10/05,Active,G ,,,,
800033,CG1150S8808,11.50% GOI LOAN 2008/05/23,Active,G ,,,,
800035,CG1150S8909,11.50% GOI LOAN 2009/05/15,Active,G ,,,,
800037,CG1150S9010,11.50% GOI LOAN 2010/06/11,Active,G ,,,,
800040,1150GOI11,11.50% GOI 2011,Active,G ,,,,
800043,1200GOI12,12.00% GOI 2011,Active,G ,,,,
800044,CG1250S9207,12.50% GOI LOAN 2007/03/25,Active,G ,,,,
800051,CG1235S9404,12.35% GOI LOAN 2004/05/24,Active,G ,,,,
800058,CG1400A9505,14.00% GOI LOAN 2005/09/11,Active,G ,,,,
800060,CG1400S9606,14.00% GOI LOAN 2006/03/25,Active,G ,,,,
800063,CG1385S9606,13.85% GOI LOAN 2006/06/24,Active,G ,,,,
800064,CG1385A9606,13.85% GOI LOAN 2006/08/26,Active,G ,,,,
800067,CG1365S9707,13.65% GOI LOAN 2007/02/21,Active,G ,,,,
800068,CG1305S9707,13.05% GOI LOAN 2007/04/22,Active,G ,,,,
800073,CG1119S9705,11.19% GOI LOAN 2005/08/12,Active,G ,,,,
800080,CG1200S9808,12.00% GOI LOAN 2008/05/02,Active,G ,,,,
800084,CG1210S9808,12.10% GOI LOAN 2008/06/19,Active,G ,,,,
800087,CG1225S9810,12.25% GOI LOAN 2010/07/02,Active,G ,,,,
800089,CG1222S9808,12.22% GOI LOAN 2008/07/24,Active,G ,,,,
800092,1240GOI13,12.40% GOI 2013,Active,G ,,,,
800094,CG1225S9808,12.25% GOI LOAN 2008/09/08,Active,G ,,,,
800095,1260GOI18,12.60% GOI 2018,Active,G ,,,,
800097,CG1229S9910,12.29% GOI LOAN 2010/01/29,Active,G ,,,,
800098,1232GOI11,12.32% GOI 2011,Active,G ,,,,
800099,CG1199S9909,11.99% GOI LOAN 2009/04/07,Active,G ,,,,
800100,CG1168S9906,11.68% GOI LOAN 2006/04/10,Active,G ,,,,
800101,1230GOI16,12.30% GOI 2016,Active,G ,,,,
800103,CG0990S0005,9.90% GOI LOAN 2005/04/22,Active,G ,,,,
800104,1070GOI20,10.70% GOI 2020,Active,G ,,,,
800108,1103GOI12,11.03% GOI 2012,Active,G ,,,,
800109,CG1100S0006,11.00% GOI LOAN 2006/07/28,Active,G ,,,,
800110,CG1130S0010,11.30% GOI LOAN 2010/07/28,Active,G ,,,,
800111,1143GOI15,11.43% GOI 2015,Active,G ,,,,
800112,CG1140S0008,11.40% GOI LOAN 2008/08/31,Active,G ,,,,
800113,1150GOI11A,11.50% GOI 2011,Active,G ,,,,
800114,1160GOI20,11.60% GOI 2020,Active,G ,,,,
800117,1045GOI18,10.45% GOI 2018,Active,G ,,,,
800118,0981GOI13,9.81% GOI 2013,Active,G ,,,,
800119,1025GOI21,10.25% GOI 2021,Active,G ,,,,
800120,0939GOI11,9.39% GOI 2011,Active,G ,,,,
800121,1003GOI19,10.03% GOI 2019,Active,G ,,,,
800123,1018GOI26,10.18% GOI 2026,Active,G ,,,,
800124,0985GOI15,9.85% GOI 2015,Active,G ,,,,
800130,CG0665S0209,6.65% GOI LOAN 2009/04/05,Active,G ,,,,
800131,0685GOI12,6.85% GOI 2012,Active,G ,,,,
800132,0740GOI12,7.40% GOI 2012,Active,G ,,,,
800133,CG0755S0210,7.55% GOI LOAN 2010/05/14,Active,G ,,,,
800134,0835GOI22,8.35% GOI 2022,Active,G ,,,,
800140,0940GOI12,9.40% GOI 2012,Active,G ,,,,
800145,0795GOI32,7.95% GOI 2032,Active,G ,,,,
800146,0727GOI13,7.27% GOI 2013,Active,G ,,,,
800147,10GOI2014,10% CENTRAL GOVERNMENT 2014,Active,G ,,,,
800148,826GOI2027,8.26% CENTRAL GOVT 2027,Active,GC,,,,
800150,815GOI2022,8.15%GOI2022,Active,GC,,,,
800151,716GOI2023,7.16%GOI2023,Active,GC,,,,
800156,756GOI2014,756GOI2014,Active,G ,,,,
800157,832GOI2032,832GOI2032,Active,G ,,,,
800158,833GOI2036,833GOI2036,Active,GC,,,,
800159,638GOI2039,638GOI2039,Active,GC,,,,
800160,830GOI2040,830GOI2040,Active,GC,,,,
800161,883GOI2041,883GOI2041,Active,GC,,,,
800162,830GOI2042,830GOI2042,Active,GC,,,,
800163,923GOI2043,923GOI2043,Active,GC,,,,
800164,824GOI2027,824GOI2027,Active,GC,,,,
800165,630GOI2023,630GOI2023,Active,GC,,,,
800166,617GOI2023,617GOI2023,Active,GC,,,,
800167,883GOI2023,883GOI2023,Active,GC,,,,
800168,735GOI2024,735GOI2024,Active,GC,,,,
800169,915GOI2024,915GOI2024,Active,GC,,,,
800170,820GOI2025,820GOI2025,Active,GC,,,,
800171,597GOI2025,597GOI2025,Active,G ,,,,
800172,833GOI2026,833GOI2026,Active,GC,,,,
800173,828GOI2027,828GOI2027,Active,GC,,,,
800174,601GOI2028,601GOI2028,Active,GC,,,,
800175,613GOI2028,613GOI2028,Active,GC,,,,
800176,897GOI2030,897GOI2030,Active,GC,,,,
800177,920GOI2030,920GOI2030,Active,GC,,,,
800178,828GOI2032,828GOI2032,Active,GC,,,,
800179,833GOI2032,833GOI2032,Active,G ,,,,
800180,750GOI2034,750GOI2034,Active,GC,,,,
800181,740GOI2035,740GOI2035,Active,GC,,,,
800186,559GOI2016,559GOI2016,Active,G ,,,,
800195,605GOI2019A,605GOI2019A,Active,GC,,,,
800197,605GOI2019,605GOI2019,Active,GC,,,,
800198,690GOI2019,690GOI2019,Active,GC,,,,
800199,635GOI2020,635GOI2020,Active,GC,,,,
800200,819GOI2020,819GOI2020,Active,GC,,,,
800201,780GOI2020,780GOI2020,Active,GC,,,,
800202,812GOI2020,812GOI2020,Active,GC,,,,
800203,980GOI2021,980GOI2021,Active,GC,,,,
800204,794GOI2021,794GOI2021,Active,GC,,,,
800205,879GOI2021,879GOI2021,Active,GC,,,,
800206,820GOI2022,820GOI2022,Active,GC,,,,
800207,808GOI2022,808GOI2022,Active,GC,,,,
800208,587GOI2022,587GOI2022,Active,G ,,,,
800209,813GOI2022,813GOI2022,Active,GC,,,,
800211,824GOI2033,824GOI2033,Active,GC,,,,
800212,1018GOI2026,1018GOI2026,Active,GC,,,,
800213,1160GOI2020,1160GOI2020,Active,GC,,,,
800214,1260GOI2018,1260GOI2018,Active,GC,,,,
800215,1003GOI2019,1003GOI2019,Active,GC,,,,
800216,1070GOI2020,1070GOI2020,Active,GC,,,,
800217,1025GOI2021,1025GOI2021,Active,GC,,,,
800218,815GOI2026,815GOI2026,Active,GC,,,,
800219,860GOI2028,860GOI2028,Active,GC,,,,
800220,795GOI2032,795GOI2032,Active,GC,,,,
800222,1143GOI2015,1143GOI2015,Active,G ,,,,
800223,985GOI2015,985GOI2015,Active,G ,,,,
800224,1071GOI2016,1071GOI2016,Active,G ,,,,
800225,1230GOI2016,1230GOI2016,Active,G ,,,,
800228,1045GOI2018,1045GOI2018,Active,GC,,,,
800229,827GOI2020,827GOI2020,Active,GC,,,,
800230,835GOI2022,835GOI2022,Active,GC,,,,
800231,840GOI2024,840GOI2024,Active,GC,,,,
800235,FRBGOI2016,FRBGOI2016,Active,G ,,,,
800237,FRBGOI2020,FRBGOI2020,Active,G ,,,,
800238,IIGSGOI2023,IIGSGOI2023,Active,G ,,,,
800239,FRBGOI2035,FRBGOI2035,Active,G ,,,,
800240,81CG2045,813CG2045,Active,GC,,,,
800241,77CG2034,773CG2034,Active,GC,,,,
800242,759CG2026,759CG2026,Active,GC,,,,
800243,761CG2030,761CG2030,Active,GC,,,,
800244,768CG2023,768CG2023,Active,GC,,,,
800245,772CG2025,772CG2025,Active,GC,,,,
800246,759CG2029,759CG2029,Active,GC,,,,
800247,788CG2030,788CG2030,Active,GC,,,,
800250,772CG2055,772CG2055,Active,GC,,,,
800251,SGB20151,SGB20151,Active,G ,,,,
800252,SGB2016I,SOVEREIGN GOLD BOND 2016 TRANC,Active,G ,,,,
800253,SGB2016II,SOVEREIGN GOLD BONDS 2016 TRAN,Active,G ,,,,
800254,SGBAUG24,SOVEREIGN GOLD BOND TRANCHE IV,Active,G ,,,,
800256,684GOI2022,684GOI2022,Active,G ,,,,
800257,817GOI2044,817GOI2044,Active,G ,,,,
800258,SGB2016IIA,SOVEREIGN GOLD BOND 2016 TRANC,Active,G ,,,,
800259,SGB2016IIIA,SOVEREIGN GOLD BOND 2016 TRANC,Active,G ,,,,
800260,697GOI2026,697GOI2026,Active,G ,,,,
800261,679GOI2029,679GOI2029,Active,G ,,,,
800262,657GOI2033,657GOI2033,Active,G ,,,,
800263,706GOI2046,706GOI2046,Active,G ,,,,
800264,662GOI2051,662GOI2051,Active,G ,,,,
800265,SGB2016IV,SOVERIEGN GOLD BOND 2016 TRANC,Active,G ,,,,
800266,679GOI2027,679GOI2027,Active,G ,,,,
800267,795GOI2026,795GOI2026,Active,G ,,,,
800268,SGBMAY25,SOVEREIGN GOLD BOND 2017 SERIE,Active,G ,,,,
800269,SGBJULY25,SOVEREIGN GOLD BOND 2017 SERIE,Active,G ,,,,
800270,SGBOCT25,SOVEREIGN GOLD BOND 2017 SERIE,Active,G ,,,,
800271,SGBOCT25A,SOVEREIGN GOLD BOND 2017 SERIE,Active,G ,,,,
800272,668GOI2031,668GOI2031,Active,G ,,,,
800273,SGBOCT25B,SOVEREIGN GOLD BOND 2017 SERIE,Active,G ,,,,
800274,SGBNOV25,SOVEREIGN GOLD BOND 2017 SERIE,Active,G ,,,,
800275,SGBNOV25A,SOVEREIGN GOLD BOND 2017 SERIE,Active,G ,,,,
800276,SGBNOV25B,SOVEREIGN GOLD BOND 2017 SERIE,Active,G ,,,,
800277,SGBNOV25C,SOVEREIGN GOLD BOND 2017 SERIE,Active,G ,,,,
800278,SGBDEC25,SOVEREIGN GOLD BOND 2017 SERIE,Active,G ,,,,
800279,SGBDEC25A,SOVEREIGN GOLD BOND 2017 SERIE,Active,G ,,,,
800280,SGBDEC25B,SOVEREIGN GOLD BOND 2017 SERIE,Active,G ,,,,
800281,SGBDEC25C,SOVEREIGN GOLD BOND 2017 SERIE,Active,G ,,,,
800282,SGBJAN26,SOVEREIGN GOLD BOND 2018 SERIE,Active,G ,,,,
800283,8GOI2026,8GOI2026,Active,G ,,,,
800284,665GOI2020,665GOI2020,Active,G ,,,,
800285,737GOI2023,737GOI2023,Active,G ,,,,
800286,717GOI2028,717GOI2028,Active,G ,,,,
800287,SGBMAY26,SOVEREIGN GOLD BOND 2019 SERIE,Active,G ,,,,
800288,SGBOCT26,SOVEREIGN GOLD BOND 2019 SERIE,Active,G ,,,,
800289,SGBNOV26,SOVEREIGN GOLD BOND 2019 SERIE,Active,G ,,,,
800290,SGBDEC26,SOVEREIGN GOLD BOND 2019 SERIE,Active,G ,,,,
800291,SGBJAN27,SOVEREIGN GOLD BOND 2019 SERIE,Active,G ,,,,
800292,SGBFEB27,SOVERIEGN GOLD BOND 2019 SERIE,Active,G ,,,,
800293,895FCI29,895FCI29,Active,G ,,,,
800294,757GOI2033,757GOI2033,Active,G ,,,,
804051,182TB200619,182TB200619,Active,G ,,,,
804052,364TB200619,364TB200619,Active,G ,,,,
804053,182TB270619,182TB270619,Active,G ,,,,
804054,364TB270619,364TB270619,Active,G ,,,,
804055,182TB040719,182TB040719,Active,G ,,,,
804056,364TB040719,364TB040719,Active,G ,,,,
804057,182TB110719,182TB110719,Active,G ,,,,
804058,364TB110719,364TB110719,Active,G ,,,,
804059,364TB180719,364TB180719,Active,G ,,,,
804060,182TB180719,182TB180719,Active,G ,,,,
804061,364TB250719,364TB250719,Active,G ,,,,
804062,182TB250719,182TB250719,Active,G ,,,,
804063,364TB010819,364TB010819,Active,G ,,,,
804064,364TB080819,364TB080819,Active,G ,,,,
804065,364TB150819,364TB150819,Active,G ,,,,
804066,364TB220819,364TB220819,Active,G ,,,,
804067,364TB290819,364TB290819,Active,G ,,,,
804068,364TB060919,364TB060919,Active,G ,,,,
804069,364TB130919,364TB130919,Active,G ,,,,
804070,364TB200919,364TB200919,Active,G ,,,,
804071,364TB260919,364TB260919,Active,G ,,,,
804072,364TB031019,364TB031019,Active,G ,,,,
804073,364TB101019,364TB101019,Active,G ,,,,
804074,364TB181019,364TB181019,Active,G ,,,,
804075,364TB241019,364TB241019,Active,G ,,,,
804076,364TB311019,364TB311019,Active,G ,,,,
804077,364TB081119,364TB081119,Active,G ,,,,
804078,364TB141119,364TB141119,Active,G ,,,,
804079,364TB211119,364TB211119,Active,G ,,,,
804080,364TB281119,364TB281119,Active,G ,,,,
804081,364TB051219,364TB051219,Active,G ,,,,
804082,364TB121219,364TB121219,Active,G ,,,,
804083,364TB191219,364TB191219,Active,G ,,,,
804084,364TB261219,364TB261219,Active,G ,,,,
804085,364TB020120,364TB020120,Active,G ,,,,
804086,364TB090120,364TB090120,Active,G ,,,,
804087,364TB160120,364TB160120,Active,G ,,,,
804088,364TB230120,364TB230120,Active,G ,,,,
804090,182TB010819,182TB010819,Active,G ,,,,
804091,364TB310120,364TB310120,Active,G ,,,,
804093,182TB080819,182TB080819,Active,G ,,,,
804094,364TB060220,364TB060220,Active,G ,,,,
804096,182TB150819,182TB150819,Active,G ,,,,
804097,364TB130220,364TB130220,Active,G ,,,,
804099,182TB220819,182TB220819,Active,G ,,,,
804100,364TB200220,364TB200220,Active,G ,,,,
804102,182TB290819,182TB290819,Active,G ,,,,
804103,364TB270220,364TB270220,Active,G ,,,,
804105,182TB050919,182TB050919,Active,G ,,,,
804106,364TB050320,364TB050320,Active,G ,,,,
804107,091TB130619,091TB130619,Active,G ,,,,
804108,182TB120919,182TB120919,Active,G ,,,,
804109,364TB120320,364TB120320,Active,G ,,,,
804110,091TB210619,091TB210619,Active,G ,,,,
804111,182TB200919,182TB200919,Active,G ,,,,
804112,364TB220320,364TB220320,Active,G ,,,,
804113,091TB270619,091TB270619,Active,G ,,,,
804114,182TB260919,182TB260919,Active,G ,,,,
804115,364TB260320,364TB260320,Active,G ,,,,
804116,091TB040719,091TB040719,Active,G ,,,,
804117,182TB031019,182TB031019,Active,G ,,,,
804118,364TB020420,364TB020420,Active,G ,,,,
804119,091TB110719,091TB110719,Active,G ,,,,
804120,182TB101019,182TB101019,Active,G ,,,,
804121,364TB090420,364TB090420,Active,G ,,,,
804122,091TB180719,091TB180719,Active,G ,,,,
804123,182TB171019,182TB171019,Active,G ,,,,
804124,364TB160420,364TB160420,Active,G ,,,,
804125,091TB250719,091TB250719,Active,G ,,,,
804126,182TB241019,182TB241019,Active,G ,,,,
804127,364TB230420,364TB230420,Active,G ,,,,
804128,091TB010819,091TB010819,Active,G ,,,,
804129,182TB311019,182TB311019,Active,G ,,,,
804130,364TB300420,364TB300420,Active,G ,,,,
804131,091TB080819,091TB080819,Active,G ,,,,
804132,182TB711019,182TB711019,Active,G ,,,,
804133,364TB070520,364TB070520,Active,G ,,,,
804134,091TB150819,091TB150819,Active,G ,,,,
804135,182TB141119,182TB141119,Active,G ,,,,
804136,364TB140520,364TB140520,Active,G ,,,,
804137,091TB220819,091TB220819,Active,G ,,,,
804138,182TB211119,182TB211119,Active,G ,,,,
804139,364TB210520,364TB210520,Active,G ,,,,
804140,091TB290819,091TB290819,Active,G ,,,,
804141,182TB281119,182TB281119,Active,G ,,,,
804142,364TB280520,364TB280520,Active,G ,,,,
804143,091TB050919,091TB050919,Active,G ,,,,
804144,182TB051219,182TB051219,Active,G ,,,,
804145,364TB040620,364TB040620,Active,G ,,,,
810565,808UPSDL25,808UP2025,Active,G ,,,,
810566,805GUSDL25,805GUJ2025,Active,G ,,,,
810567,829RAJSDL25,829RAJ2025,Active,G ,,,,
810568,832PUSDL25,832PUNJ25,Active,G ,,,,
810569,590BIHSDL17,590BIH2017,Active,G ,,,,
810570,825MAHSDL25,825MAH25,Active,G ,,,,
810571,824KERSDL25,824KERALA25,Active,G ,,,,
810572,590TNSDL17,590TN2017,Active,G ,,,,
810573,799MAHSDL25,799MAHSDL25,Active,G ,,,,
810574,775GUJ2028,775GUJ2028,Active,G ,,,,
810575,771GUJ2027,771GUJ2027,Active,G ,,,,
810576,835GUJ2028,835GUJ2028,Active,G ,,,,
810577,780GUJ2027,780GUJ2027,Active,G ,,,,
810578,823GUJ2028,823GUJ2028,Active,G ,,,,
810579,805GUJ2028,805GUJ2028,Active,G ,,,,
810580,807RJ2026,807RJ2026,Active,G ,,,,
810581,828RJ2028,828RJ2028,Active,G ,,,,
810582,827GUJ2026,827GUJ2026,Active,G ,,,,
810583,775GUJ2027,775GUJ2027,Active,G ,,,,
810584,823GUJ2025,823GUJ2025,Active,G ,,,,
810585,816GUJ2028,816GUJ2028,Active,G ,,,,
810586,815GUJ2025,815GUJ2025,Active,G ,,,,
810587,798GUJ2026,798GUJ2026,Active,G ,,,,
810588,805TN2028,805TN2028,Active,G ,,,,
810589,823MH2025,823MH2025,Active,G ,,,,
810590,773RJ2027,773RJ2027,Active,G ,,,,
810591,825MHSDL25,825MHSDL25,Active,G ,,,,
810592,798GJSDL26,798GJSDL26,Active,G ,,,,
810593,814GUJ2025,814GUJ2025,Active,G ,,,,
810594,815TN2028,815TN2028,Active,G ,,,,
810595,829AP2026,829AP2026,Active,G ,,,,
810596,795GJSDL28,795GJSDL28,Active,G ,,,,
810597,853RJSDL28,853RJSDL28,Active,G ,,,,
810598,870GJSDL28,870GJSDL28,Active,G ,,,,
810599,861GJSDL28,861GJSDL28,Active,G ,,,,
810600,858GJSDL28,858GJSDL28,Active,G ,,,,
810601,850GJSDL28,850GJSDL28,Active,G ,,,,
810602,825GJSDL29,825GJSDL29,Active,G ,,,,
810603,826MHSDL29,826MHSDL29,Active,G ,,,,
810604,853GJSDL21,853GJSDL21,Active,G ,,,,
810605,884MHSDL22,884MHSDL22,Active,G ,,,,
810606,872APSDL23,872APSDL23,Active,G ,,,,
810607,808MHSDL28,808MHSDL28,Active,G ,,,,
810608,827GUJ2029,827GUJ2029,Active,G ,,,,
810609,830GJSDL202,830GJSDL2029,Active,G ,,,,
810610,828GUJ2029,828GUJ2029,Active,G ,,,,
810611,828GUJ2029A,828GUJ2029A,Active,G ,,,,
810612,838GJSDL29,838GJSDL29,Active,G ,,,,
810613,835GJSDL29,835GJSDL29,Active,G ,,,,
810614,844RSDL29,844RSDL29,Active,G ,,,,
810615,831KSDL29,831KSDL29,Active,G ,,,,
810616,84RAJ2029,84RAJ2029,Active,G ,,,,
810617,83GUJ2029,83GUJ2029,Active,G ,,,,
810618,818TN2028,818TN2028,Active,G ,,,,
810619,814GJ2029,814GJ2029,Active,G ,,,,
810620,815MH2030,815MH2030,Active,G ,,,,
810621,817GJ2029,817GJ2029,Active,G ,,,,
810622,814GJSDL29,814GJSDL29,Active,G ,,,,
890144,TATASTEELPP,TATA STEEL Ltd,Active,A ,10.00,IN9081A01010,,
890145,IBVENTUREPP,Indiabulls Ventures Ltd,Active,B ,2.00,IN9274G01034,,
890146,HATSUNPP,Hatsun Agro Products Ltd,Active,B ,1.00,IN9473B01017,,
912253,ICICM57,ICICI Bank Ltd,Active,F ,48000.00,NA          ,Banks,Debentures and Bonds
912254,ICICM58,ICICI Bank Ltd,Active,F ,10000.00,NA          ,Banks,Debentures and Bonds
912320,ICMMP58,ICICI Bank Ltd,Active,F ,10000.00,INE005A11309,Banks,Debentures and Bonds
912333,ICMMP61,ICICI Bank Ltd,Active,F ,10000.00,INE005A11341,Banks,Debentures and Bonds
912356,ICMMP64,ICICI Bank Ltd,Active,F ,4000.00,INE005A11382,Banks,Debentures and Bonds
912420,ICMMP71,ICICI Bank Ltd,Active,F ,5000.00,INE005A11531,Banks,Debentures and Bonds
929001,759PUNEMB27,PUNE MUNI BOND-7.59%-20-6-27-P,Active,F ,1000000.00,INE807X08017,,Debentures and Bonds
929002,89GHMCMB28,GREATER HYDERABAD MUNICIPAL CORPORATION,Active,F ,1000000.00,INE477Z08014,,Debentures and Bonds
929003,938GHMC28,GREATER HYDERABAD MUNICIPAL CORPORATION,Active,F ,1000000.00,INE477Z08022,,Debentures and Bonds
929004,10GVMC28,Greater Visakhapatnam Municipal Corporation,Active,F ,1000000.00,INE423G07051,,Debentures and Bonds
929005,868SMC24,Surat Municipal Corporation,Active,F ,1000000.00,INE05NX24015,,Debentures and Bonds
934784,LTNCDIV,L&amp;T Finance Ltd,Active,F ,1000.00,INE523E07459,Finance (including NBFCs),Debentures and Bonds
934874,984SREIA,SREI Infrastructure Finance Ltd,Active,F ,1000.00,INE872A07QU5,Finance (including NBFCs),Debentures and Bonds
934875,992SREIB,SREI Infrastructure Finance Ltd,Active,F ,1000.00,INE872A07QV3,Finance (including NBFCs),Debentures and Bonds
934876,1030SREIC,SREI Infrastructure Finance Ltd,Active,F ,1000.00,INE872A07QX9,Finance (including NBFCs),Debentures and Bonds
934877,1025SREID,SREI Infrastructure Finance Ltd,Active,F ,1000.00,INE872A07QW1,Finance (including NBFCs),Debentures and Bonds
934878,SREI19E,SREI Infrastructure Finance Ltd,Active,F ,1000.00,INE872A07QZ4,Finance (including NBFCs),Debentures and Bonds
934879,SREI19F,SREI Infrastructure Finance Ltd,Active,F ,1000.00,INE872A07QY7,Finance (including NBFCs),Debentures and Bonds
934885,SREI2019VI,SREI Infrastructure Finance Ltd,Active,F ,1000.00,INE872A07RL2,Finance (including NBFCs),Debentures and Bonds
934901,0MFL19,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G08215,Finance (including NBFCs),Debentures and Bonds
934910,0SIFL18,SREI Infrastructure Finance Ltd,Active,F ,1000.00,INE872A07SB1,Finance (including NBFCs),Debentures and Bonds
934917,1075STF20,Shriram Transport Finance Co. Ltd.,Active,F ,1000.00,INE721A07GT7,Finance (including NBFCs),Debentures and Bonds
934920,0STFC20VI,Shriram Transport Finance Co. Ltd.,Active,F ,1000.00,INE721A07GW1,Finance (including NBFCs),Debentures and Bonds
934931,0MFL2019K,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G08223,Finance (including NBFCs),Debentures and Bonds
934950,0MFL19K,Manappuram Finance Ltd,Active,F ,1000.00,INE522D07669,Finance (including NBFCs),Debentures and Bonds
934965,0MFL20XI,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G08231,Finance (including NBFCs),Debentures and Bonds
934992,1343MMFL19,Muthoottu Mini Financiers Ltd,Active,F ,1000.00,INE101Q07086,Financial Institutions,Debentures and Bonds
935014,0MFL20K,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G08249,Finance (including NBFCs),Debentures and Bonds
935016,IIFLHFL202,IIFL Home Finance Ltd,Active,F ,1000.00,INE477L08014,Housing Finance ,Debentures and Bonds
935018,IFLHFL2020,IIFL Home Finance Ltd,Active,F ,1000.00,INE477L08022,Housing Finance ,Debentures and Bonds
935040,0MFL2020,Manappuram Finance Ltd,Active,F ,1000.00,INE522D07784,Finance (including NBFCs),Debentures and Bonds
935066,1343KFL19,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q07078,Finance (including NBFCs),Debentures and Bonds
935088,12ECL20I,ECL Finance Ltd,Active,F ,1000.00,INE804I08601,Electric Utilities,Debentures and Bonds
935090,12ECL20II,ECL Finance Ltd,Active,F ,1000.00,INE804I08619,Electric Utilities,Debentures and Bonds
935092,0ECL20III,ECL Finance Ltd,Active,F ,1000.00,INE804I08627,Electric Utilities,Debentures and Bonds
935098,1025MFL19D,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07670,Finance (including NBFCs),Debentures and Bonds
935104,1075MFL19G,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07704,Finance (including NBFCs),Debentures and Bonds
935112,0MFL2019L,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G07746,Finance (including NBFCs),Debentures and Bonds
935114,0MFL20L,MUTHOOT FINANCE Ltd,Active,F ,1000.00,INE414G08256,Finance (including NBFCs),Debentures and Bonds
